YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1979,4,42.096,19.209,MONTENEGRO,MONTENEGRO,Definite Tsunami,6.9,10,1,Extreme (~$25 million or more),Many (~101 to 1000 people)
1979,3,17.813,-101.276,S. MEXICO,MEXICO,Definite Tsunami,7.6,49,,Extreme (~$25 million or more),Few (~1 to 50 people)
1978,11,16.01,-96.591,MEXICO,MEXICO,Questionable Tsunami,7.8,18,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1978,6,40.739,23.229,"THESSALONIKI (SALONICA), GREECE",GREECE,Questionable Tsunami,6.4,3,2,Extreme (~$25 million or more),Few (~1 to 50 people)
1978,6,38.19,142.03,SANRIKU,JAPAN,Definite Tsunami,7.7,44,0.5,Extreme (~$25 million or more),Few (~1 to 50 people)
1978,3,44.244,148.862,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.6,33,0,,
1978,3,44.932,148.439,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.5,33,0,,
1978,3,44.209,148.971,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.8,46,-1.5,,
1978,1,34.809,139.259,TOKAIDO,JAPAN,Definite Tsunami,6.6,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1977,6,-22.878,-175.9,TONGA TRENCH,TONGA,Definite Tsunami,7.2,65,,,
1977,4,-9.965,160.731,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,8.1,33,-1.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1977,4,-16.696,-172.095,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.6,33,-2,Limited (<$1 million),
1976,2,15.324,-89.101,GUATEMALA,GUATEMALA,Definite Tsunami,7.5,5,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1976,1,-28.427,-177.657,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,8,33,,,
1975,12,-16.265,-172.467,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.8,33,,,
1975,7,-6.59,155.054,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,49,1,Severe (~>$5 to $24 million),
1975,1,-5,130,BANDA SEA,INDONESIA,Very Doubtful Tsunami,5.9,33,,Limited (<$1 million),
1974,12,35.1,72.9,PAKISTAN,PAKISTAN,Event that only caused a seiche or disturbance in an inland river,6.2,22,,Moderate (~$1 to $5 million),Very Many (~1001 or more people)
1974,10,-12.27,-77.79,CENTRAL PERU,PERU,Definite Tsunami,8.1,13,1,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1974,5,34.6,138.7,TOKAIDO,JAPAN,Definite Tsunami,6.7,2,-2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1973,10,-32.5,-71.5,CENTRAL CHILE,CHILE,Definite Tsunami,6.7,14,-1,,
1973,6,43.3,146.4,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.1,50,,Limited (<$1 million),
1973,6,43.2,145.8,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7.7,48,1,Moderate (~$1 to $5 million),
1973,2,50.5,156.6,N. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.2,27,0.5,,
1973,1,18.48,-103,S. MEXICO,MEXICO,Definite Tsunami,7.5,43,,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1972,12,33.3,140.7,CHICHI JIMA,JAPAN,Definite Tsunami,7.4,66,-1,Limited (<$1 million),
1972,12,6.5,126.6,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,Questionable Tsunami,7.4,33,,Limited (<$1 million),
1972,7,56.82,-135.685,"SE. ALASKA, AK",USA,Definite Tsunami,7.6,25,-2,Limited (<$1 million),
1972,2,33.3,140.8,EAST OFF HACHIJO ISLAND,JAPAN,Definite Tsunami,7.4,56,0.5,,
1972,1,22.5,122.3,E. TAIWAN,TAIWAN,Definite Tsunami,7.5,33,-2,Limited (<$1 million),Few (~1 to 50 people)
1971,12,56,163.3,KAMCHATKA,RUSSIA,Definite Tsunami,7.8,33,,,
1971,9,46.5,141.2,TATAR STRAIT,RUSSIA,Definite Tsunami,7.1,9,1,Limited (<$1 million),
1971,7,-4.9,153.2,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,48,1.5,Moderate (~$1 to $5 million),
1971,7,-32.5,-71.2,CENTRAL CHILE,CHILE,Definite Tsunami,7.8,58,0,Extreme (~$25 million or more),Some (~51 to 100 people)
1970,9,20.6,122,PHILIPPINE TRENCH,PHILIPPINES,Probable Tsunami,5.3,33,0.5,Moderate (~$1 to $5 million),
1970,5,-9.2,-78.8,N. PERU,PERU,Definite Tsunami,7.9,43,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1970,4,15.78,121.71,PHILIPPINE SEA,PHILIPPINES,Probable Tsunami,7.3,40,1,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1970,1,6.8,126.7,PHILIPPINE TRENCH,PHILIPPINES,Definite Tsunami,7.6,73,,,
1969,12,15.8,-59.7,GRAND BOURG,GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,7.2,7,,,
1969,11,57.7,163.6,KAMCHATKA,RUSSIA,Definite Tsunami,7.7,51,3,Limited (<$1 million),
1969,8,43.6,147.9,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.2,30,2,Limited (<$1 million),
1969,2,36.017,-10.95,PORTUGAL,PORTUGAL,Definite Tsunami,7.8,22,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1968,9,15.6,-92.6,S. MEXICO-GUATEMALA-NICARAGUA,MEXICO,Very Doubtful Tsunami,7,138,1,,Few (~1 to 50 people)
1968,9,10.5,-62.6,CARUPANO,VENEZUELA,Questionable Tsunami,6.2,107,,,
1968,8,1.4,126.2,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,7.6,25,1,Limited (<$1 million),
1968,7,-30.8,-178.4,KERMADEC ISLANDS,NEW ZEALAND,Questionable Tsunami,7.3,60,,,
1968,6,39.4,143.1,SANRIKU,JAPAN,Definite Tsunami,7.2,44,0,,
1968,5,41.5,142.7,OFF COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,7.5,33,-0.5,,
1966,12,-11.893,166.445,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.8,83,1,,
1966,7,44.75,37,BLACK SEA,RUSSIA,Definite Tsunami,5.5,,1,,
1959,8,44.712,-111.215,"HEGBEN LAKE, MONTANA",USA,Event that only caused a seiche or disturbance in an inland river,7.5,5,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1953,4,-4.449,152.868,"RABAUL, NEW BRITAIN",PAPUA NEW GUINEA,Very Doubtful Tsunami,7.4,35,0,Limited (<$1 million),
1927,9,44.4,34.5,"CRIMEA, BLACK SEA",UKRAINE,Definite Tsunami,6.8,17,2,Extreme (~$25 million or more),Few (~1 to 50 people)
1912,8,40.5,27.2,MARMARA SEA,TURKEY,Questionable Tsunami,7.8,60,,,
1886,9,32.9,-80,"CHARLESTON, SC",USA,Definite Tsunami,7.3,,,,
1878,4,40.8,20.9,GULF OF IZMIT,TURKEY,Very Doubtful Tsunami,6.7,,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1870,5,15.4,-96.3,"PUERTO ANGEL, MEXICO",MEXICO,Probable Tsunami,7.9,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1869,10,44.75,35,BLACK SEA,UKRAINE,Very Doubtful Tsunami,5.6,18,3,,
1812,2,36.5,-89.6,"NEW MADRID, MO",USA,Event that only caused a seiche or disturbance in an inland river,8.8,,,Severe (~>$5 to $24 million),
1812,1,36.3,-89.6,"NEW MADRID, MO",USA,Event that only caused a seiche or disturbance in an inland river,8.4,,,,
1766,5,40.8,29,MARMARA SEA,TURKEY,Questionable Tsunami,6.5,,2,,
1811,12,35.6,-90.4,AR: NE -  NEW MADRID EARTHQUAKES,USA,Event that only caused a seiche or disturbance in an inland river,8.5,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1931,8,39.35,-74.417,"ATLANTIC CITY, NJ",USA,Very Doubtful Tsunami,,,,,Few (~1 to 50 people)
1979,10,43.7,7.25,FRENCH RIVIERA (LIGURIAN SEA),FRANCE,Definite Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
1994,11,59.5,-135.3,"SKAGWAY, AK",USA,Definite Tsunami,,,2.5,Extreme (~$25 million or more),Few (~1 to 50 people)
1923,8,40.6,-73.5,"ROCKAWAY BEACH, NY",USA,Very Doubtful Tsunami,,,,,Few (~1 to 50 people)
1954,6,41.7,-86.883,"MICHIGAN CITY, IN (LAKE MICHIGAN)",USA,Event that only caused a seiche or disturbance in an inland river,,,,,Few (~1 to 50 people)
2003,9,41.815,143.91,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,8.3,27,,Extreme (~$25 million or more),Few (~1 to 50 people)
2001,6,-16.265,-73.641,S. PERU,PERU,Definite Tsunami,8.4,33,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1999,11,-16.423,168.214,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.5,33,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1996,2,-9.593,-79.587,N. PERU,PERU,Definite Tsunami,7.5,10,1.9,Limited (<$1 million),Few (~1 to 50 people)
1996,1,0.729,119.931,SULAWESI,INDONESIA,Definite Tsunami,7.9,24,1.8,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,10,19.055,-104.205,S. MEXICO,MEXICO,Definite Tsunami,8,33,2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,5,-8.452,125.049,TIMOR SEA,INDONESIA,Definite Tsunami,6.9,13,1.5,Limited (<$1 million),Few (~1 to 50 people)
1994,10,-1.258,127.98,HALMAHERA,INDONESIA,Definite Tsunami,6.8,17,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1991,4,9.685,-83.073,"LIMON, PANDORA",COSTA RICA,Definite Tsunami,7.6,10,,Extreme (~$25 million or more),Some (~51 to 100 people)
1988,8,-10.258,160.896,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,36,,Limited (<$1 million),Few (~1 to 50 people)
1988,8,25.149,95.127,"JAMUNA RIVER, ARICHA, BANGLADESH",BANGLADESH,Event that only caused a seiche or disturbance in an inland river,7.2,91,,,Few (~1 to 50 people)
1981,9,-14.96,-173.085,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.7,25,-2,Limited (<$1 million),Few (~1 to 50 people)
1975,11,19.451,-155.033,HAWAII,USA,Definite Tsunami,7.7,2,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1975,10,12.54,125.993,PHILIPPINE TRENCH,PHILIPPINES,Definite Tsunami,7.6,50,-1.5,Limited (<$1 million),Few (~1 to 50 people)
1971,7,-5.5,153.9,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.9,47,1,Limited (<$1 million),Few (~1 to 50 people)
1970,10,-4.907,145.471,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,7.3,8,0.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1968,8,16.5,122.2,E. LUZON ISLAND,PHILIPPINES,Definite Tsunami,7.3,36,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1979,9,-1.679,136.04,IRIAN JAYA,INDONESIA,Definite Tsunami,7.9,5,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1994,11,13.525,121.067,PHILIPPINE ISLANDS,PHILIPPINES,Definite Tsunami,7.1,32,2.1,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1983,5,40.462,139.102,"NOSHIRO, JAPAN",JAPAN,Definite Tsunami,7.8,24,2,Extreme (~$25 million or more),Many (~101 to 1000 people)
1968,8,0.2,119.8,BANDA SEA,INDONESIA,Definite Tsunami,7.8,23,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1999,8,40.76,29.97,"KOCAELI, TURKEY",TURKEY,Definite Tsunami,7.6,13,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1996,2,-0.891,136.952,IRIAN JAYA,INDONESIA,Definite Tsunami,8.2,33,1.8,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1994,6,-10.477,112.835,SOUTH OF JAVA,INDONESIA,Definite Tsunami,7.8,18,2.5,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1993,7,42.851,139.197,SEA OF JAPAN,JAPAN,Definite Tsunami,7.7,17,3.1,Extreme (~$25 million or more),Many (~101 to 1000 people)
1992,9,11.727,-87.386,NICARAGUA,NICARAGUA,Definite Tsunami,7.7,40,2.8,Extreme (~$25 million or more),Many (~101 to 1000 people)
1979,12,1.598,-79.358,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",COLOMBIA,Definite Tsunami,7.7,24,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1977,8,-11.085,118.464,SUNDA ISLANDS,INDONESIA,Definite Tsunami,8,33,3,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1969,2,-3.1,118.9,MAKASSAR STRAIT,INDONESIA,Definite Tsunami,6.9,13,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1976,8,6.292,124.09,MORO GULF,PHILIPPINES,Definite Tsunami,8,33,2.5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1992,12,-8.48,121.896,FLORES SEA,INDONESIA,Definite Tsunami,7.8,28,2.7,Extreme (~$25 million or more),Very Many (~1001 or more people)
1998,7,-2.943,142.582,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,7,25,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
2004,12,3.316,95.854,OFF W. COAST OF SUMATRA,INDONESIA,Definite Tsunami,9.1,30,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1979,7,-8.6,123.5,LOMBLEN ISLAND [LEMBATA],INDONESIA,Definite Tsunami,,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1806,3,34.4,-119.7,"SANTA BARBARA, S. CALIFORNIA",USA,Questionable Tsunami,,,,,
2005,1,34.064,141.491,E. HONSHU ISLAND,JAPAN,Definite Tsunami,6.6,28,,,
2005,4,-1.644,99.607,KEPULAUAN MENTAWAI,INDONESIA,Definite Tsunami,6.7,19,,,
2005,3,2.085,97.108,INDONESIA,INDONESIA,Definite Tsunami,8.6,30,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2005,6,41.301,-125.97,N. CALIFORNIA,USA,Definite Tsunami,7.2,10,,,
2005,8,38.276,142.039,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,36,,Limited (<$1 million),
1977,4,-9.89,160.348,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.6,19,,Limited (<$1 million),
1975,5,35.997,-17.649,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Definite Tsunami,7.7,33,,Limited (<$1 million),
1978,3,44.14,149.029,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.6,33,-3,,
1988,4,38.4,14.967,"LA FOSSA VOLCANO, VULCANO IS.",ITALY,Definite Tsunami,,,,,
1998,3,-62.877,149.527,BALLENY ISLANDS,ANTARCTICA,Probable Tsunami,8.1,10,,,
1998,11,-2.071,124.891,"TALIABU ISLAND,",INDONESIA,Questionable Tsunami,7.7,33,,Extreme (~$25 million or more),Few (~1 to 50 people)
1982,1,13.752,124.358,PHILIPPINES,PHILIPPINES,Questionable Tsunami,7.1,46,,,
2005,11,38.107,144.896,E. COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7,11,,,
1874,5,58.64,-137.57,"LITUYA BAY, AK",USA,Probable Tsunami,,,,,
1906,1,10.5,-66.916,CARACAS,VENEZUELA,Definite Tsunami,,,,,
1994,6,-10.362,112.892,SOUTH OF JAVA,INDONESIA,Definite Tsunami,6.6,26,,,
1994,6,-10.341,113.369,SOUTH OF JAVA,INDONESIA,Definite Tsunami,6.1,17,,,
2004,11,15.679,-61.706,"BASSE-TERRE, LES SAINTES",GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,6.3,14,,,
2003,7,16.722,-62.18,SOUFRIERE HILLS VOLCANO,MONTSERRAT,Definite Tsunami,,,,Limited (<$1 million),
1884,12,41.31,-72.92,"NEW HAVEN, CT",USA,Very Doubtful Tsunami,,,,,
1700,4,34.2,129.3,"TSUSHIMA, NAGASAKI PREFECTURE",JAPAN,Questionable Tsunami,7,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1775,2,19.9,-76,SANTIAGO DE CUBA,CUBA,Definite Tsunami,,,,Severe (~>$5 to $24 million),
2006,5,-20.187,-174.123,TONGA,TONGA,Definite Tsunami,8,55,,Limited (<$1 million),
1773,5,35.8,-5.83,TANGIERS,MOROCCO,Questionable Tsunami,,,5,,
1783,2,38.3,15.967,TYRRHENIAN CALABRIA,ITALY,Definite Tsunami,6.9,13,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
1934,6,66,-18.25,ICELAND,ICELAND,Questionable Tsunami,,,,,
1903,2,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,Very Doubtful Tsunami,,,2,Limited (<$1 million),
1864,6,46.5,-53.7,"SW AVALON PENINSULA, NEWFOUNDLAND",CANADA,Probable Tsunami,,,,,
1848,9,52.616,-55.766,"FISHING SHIPS HARBOUR, NEWFOUNDLAND",CANADA,Probable Tsunami,,,,,
1900,8,58.6,-137.5,"LITUYA BAY, AK",USA,Definite Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
1917,12,44.633,-63.583,"HALIFAX, NOVA SCOTIA",CANADA,Definite Tsunami,,,,,Very Many (~1001 or more people)
2006,7,-9.254,107.411,SOUTH OF JAVA,INDONESIA,Definite Tsunami,7.7,34,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1169,2,37.3,15.03,EASTERN SICILY,ITALY,Definite Tsunami,7,,4,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1540,,59.37,-153.42,"COOK INLET, AK",USA,Questionable Tsunami,,,,,
1902,5,14.82,-61.17,MOUNT PELEE,MARTINIQUE (FRENCH TERRITORY),Definite Tsunami,,,,,Few (~1 to 50 people)
1767,,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,Very Doubtful Tsunami,,,,,
1902,5,13.33,-61.18,SOUFRIERE VOLCANO,SAINT VINCENT AND THE GRENADINES,Definite Tsunami,,,,,Very Many (~1001 or more people)
1821,4,10.1,-83.3,LA MATINA,COSTA RICA,Very Doubtful Tsunami,,,,,
1991,1,37.7,26.3,EAST AEGEAN SEA,GREECE,Very Doubtful Tsunami,,,,,
1975,4,53.98,-128.68,"KITIMAT INLET, BRITISH COLUMBIA",CANADA,Definite Tsunami,,,,Moderate (~$1 to $5 million),
1968,5,-27.15,-109.45,EASTER ISLAND REGION,CHILE,Probable Tsunami,,,,Limited (<$1 million),
2002,12,38.789,15.213,STROMBOLI ISLAND,ITALY,Definite Tsunami,,,5,Moderate (~$1 to $5 million),
1999,1,16.722,-62.18,SOUFRIERE HILLS VOLCANO,MONTSERRAT,Definite Tsunami,,,,,
2006,5,16.722,-62.18,SOUFRIERE HILLS VOLCANO,MONTSERRAT,Definite Tsunami,,,,Limited (<$1 million),
1809,,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,Very Doubtful Tsunami,,,,,
1978,6,42,16,"EASTERN ITALY, ADRIATIC SEA",ITALY,Questionable Tsunami,,,4,Limited (<$1 million),
2006,11,46.592,153.266,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.3,10,,Moderate (~$1 to $5 million),
2003,12,-22.107,169.35,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,6.1,10,,,
2004,11,49.277,-128.772,VANCOUVER ISLAND,CANADA,Definite Tsunami,6.6,10,,,
1099,2,33,135.5,NANKAIDO,JAPAN,Definite Tsunami,8.4,,,Limited (<$1 million),
2006,9,-16.592,-172.033,SAMOA ISLANDS,SAMOA,Definite Tsunami,6.9,28,,,
1893,2,17.97,-76.8,KINGSTON,JAMAICA,Questionable Tsunami,,,,,
2000,4,34.22,25.69,CRETE,GREECE,Definite Tsunami,5.5,38,,,
1983,1,38.026,20.228,IONIAN SEA,GREECE,Probable Tsunami,7.2,,,,
1979,5,34.53,24.437,CRETE,GREECE,Event that only caused a seiche or disturbance in an inland river,5.6,33,1,,
1979,4,41.956,19.023,MONTENEGRO: BAR ULCINJ,MONTENEGRO,Very Doubtful Tsunami,5.3,10,,,
1906,2,3.9,-77.033,BUENAVENTURA,COLOMBIA,Probable Tsunami,,,,,
2004,12,-49.312,161.345,MACQUARIE ISLAND,AUSTRALIA,Definite Tsunami,8.1,10,,,
2004,11,43.006,145.119,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,7,39,,Moderate (~$1 to $5 million),
2004,11,-8.152,124.868,KEPULAUAN ALOR,INDONESIA,Definite Tsunami,7.5,10,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2003,8,-45.104,167.144,SOUTH ISLAND,NEW ZEALAND,Definite Tsunami,7.2,28,,Limited (<$1 million),
1989,10,36.788,2.448,"ALGIERS, CHERCHELL, TIPAZA",ALGERIA,Questionable Tsunami,5.9,,,,
1980,10,36.195,1.354,EL ASNAM,ALGERIA,Definite Tsunami,7.7,10,2,Extreme (~$25 million or more),Very Many (~1001 or more people)
1825,4,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,Questionable Tsunami,,,,Moderate (~$1 to $5 million),
1498,9,33.5,135.2,NANKAIDO,JAPAN,Definite Tsunami,7.5,,,Limited (<$1 million),
2006,3,-3.595,127.214,SERAM ISLAND,INDONESIA,Definite Tsunami,6.7,30,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1754,11,14.002,120.993,"TAAL, LUZON ISLAND",PHILIPPINES,Very Doubtful Tsunami,,,,Extreme (~$25 million or more),Few (~1 to 50 people)
1969,3,19.077,122.202,LUZON ISLAND,PHILIPPINES,Questionable Tsunami,,,,,Few (~1 to 50 people)
1605,2,33.5,138.5,ENSHUNADA,JAPAN,Definite Tsunami,7.9,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1707,10,34.1,137.8,ENSHUNADA,JAPAN,Definite Tsunami,8.4,,,,Very Many (~1001 or more people)
1965,3,39.4,24,AEGEAN SEA,GREECE,Probable Tsunami,6.3,18,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2007,1,46.243,154.524,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.1,10,,,
1980,5,46.2,-122.18,WASHINGTON,USA,Event that only caused a seiche or disturbance in an inland river,,,,,Some (~51 to 100 people)
2007,3,-20.617,169.357,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.1,34,,,
2007,3,37.336,136.588,HONSHU: W COAST,JAPAN,Definite Tsunami,6.7,8,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1997,9,31.959,141.878,S. OF HONSHU ISLAND,JAPAN,Definite Tsunami,6.2,10,,,
1966,12,-12.334,166.684,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.2,23,0,,
2006,10,19.878,-155.935,HAWAII,USA,Definite Tsunami,6.7,39,,Moderate (~$1 to $5 million),
1869,6,-19.6,-70.2,NORTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1894,11,47.286,-122.445,"PUYALLUP RIVER DELTA, TACOMA, WA",USA,Probable Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
2007,4,-8.46,157.044,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,8.1,10,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
-227,,36.3,28.3,DODECANESE ISLANDS,GREECE,Questionable Tsunami,7.2,,3,Limited (<$1 million),
1714,6,40.821,14.426,CAMPANIA,ITALY,Questionable Tsunami,,,3,,
1741,1,36.2,28.5,ISLAND OF RHODES,GREECE,Probable Tsunami,7.3,,4,,
1169,2,37.734,15.004,CALABRIAN ARC,ITALY,Probable Tsunami,,,,,
1348,1,46.6,13.8,GULF OF VENICE,ITALY,Questionable Tsunami,,,3,,
1805,7,41.5,14.467,CAMPANIA,ITALY,Definite Tsunami,6.6,,2,,
1731,3,41.51,15.5,TYRRHENIAN SEA,ITALY,Questionable Tsunami,,,4,,Very Many (~1001 or more people)
1699,1,37.15,15.1,CATANIA,ITALY,Questionable Tsunami,,,4,,
1698,5,40.821,14.426,BAY OF NAPLES,ITALY,Questionable Tsunami,,,3,,
1609,4,36.4,28.4,ISLAND OF RHODES,GREECE,Questionable Tsunami,7.2,,4,,
1813,5,40.817,14.433,CAMPANIA,ITALY,Very Doubtful Tsunami,,,2,,
1562,10,40.5,15.5,REGGIO DI CALABRIA,ITALY,Probable Tsunami,,,4,,
1402,6,38.11,22.41,GULF OF CORINTH,GREECE,Questionable Tsunami,7,,5,,
1050,,36.404,25.396,ISLAND OF THIRA,GREECE,Probable Tsunami,,,,,
1265,8,40.7,27.4,MARMARA SEA,TURKEY,Probable Tsunami,6.6,,3,,
1321,,45.4,12.3,GULF OF VENICE,ITALY,Questionable Tsunami,,,3,,
1756,10,37.7,22.8,GARGANO PENINSULA,ITALY,Very Doubtful Tsunami,7,,4,,
1594,,40.8,14.4,BAY OF NAPLES,ITALY,Questionable Tsunami,,,5,,
1742,1,43.5,10.2,LIVORNO,ITALY,Definite Tsunami,,,3,,
1818,12,44.75,10.4,GENOA,ITALY,Questionable Tsunami,,,3,,
1601,,35.5,25.5,ISLAND OF CRETE,GREECE,Questionable Tsunami,,,,,
1693,1,37.133,15.017,ISLAND OF SICILY,ITALY,Definite Tsunami,7.4,,4,,Very Many (~1001 or more people)
1818,2,37.6,15.133,EASTERN SICILY,ITALY,Definite Tsunami,6,,3,,Some (~51 to 100 people)
1809,7,44.8,7.2,GULF OF LA SPEZIA,ITALY,Questionable Tsunami,,,3,,
1817,1,37.5,13,SICILY CHANNEL,ITALY,Very Doubtful Tsunami,,,3,,
1694,9,40.8,15.6,ADRIATIC SEA,ITALY,Questionable Tsunami,,,3,,
1802,1,45.3,14.4,BAKAR,CROATIA,Questionable Tsunami,,,3,,
1808,4,44.833,7.25,ITALIAN COAST,ITALY,Questionable Tsunami,5.7,,2,Limited (<$1 million),Few (~1 to 50 people)
1727,7,37.5,13,SICILY CHANNEL,ITALY,Questionable Tsunami,5.2,,3,,
1703,7,44.4,8.917,LIGURIA-COTE D'AZUR,ITALY,Questionable Tsunami,3.2,,3,,
1916,7,38.817,15.233,STROMBOLI ISLAND,ITALY,Definite Tsunami,5.1,,4,Limited (<$1 million),
1649,1,38.183,15.55,MESSINA STRAITS,ITALY,Very Doubtful Tsunami,5,,5,Limited (<$1 million),
1646,4,43.55,10.317,LIVORNO,ITALY,Definite Tsunami,5.2,,3,Moderate (~$1 to $5 million),
1329,6,37.734,15.004,ISLAND OF SICILY,ITALY,Questionable Tsunami,,,3,Limited (<$1 million),
120,,40.77,29.92,MARMARA SEA,TURKEY,Questionable Tsunami,7.2,,2,,
177,,38,15,ISLAND OF SICILY,ITALY,Questionable Tsunami,,,6,Moderate (~$1 to $5 million),
1631,12,40.821,14.426,BAY OF NAPLES,ITALY,Probable Tsunami,,,5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1751,11,43.8,9,LIGURIAN SEA,ITALY,Questionable Tsunami,,,3,Limited (<$1 million),
1802,11,36.5,2.9,HARBOUR OF ALGIERS,ALGERIA,Probable Tsunami,,,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
