Year,Entity,Number of people affected from drought,Number of people left homeless from drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,"Number of people affected by mass movements per 100,000",Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP
1990,Syria,32900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Syria,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Taiwan,0,0,,,,2823.6,2868.4,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Taiwan,0,0,,,,252.3,262.8,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Taiwan,0,0,,,,41.7,41.7,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Taiwan,0,0,,,,24086.4,25892.1,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Taiwan,0,0,,,,880.4,918.8,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Taiwan,0,0,,,,1191,1280.9,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Taiwan,0,0,0,0,0,2300,6250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4576.2,0,0,10532.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,100,0,0,1152.8,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Taiwan,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,220,0,0,48500,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Taiwan,0,0,0,0,0,10000,10891.8,0,100000,1410080,0,0,0,0,0,0,0,30,0,0,7730,0,0,42067,0,15500,197100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Taiwan,0,0,0,0,0,0,54.2,0,1000,2500,0,0,0,0,0,0,0,300,0,0,17813,0,580,297624.3,0,73300,243116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Taiwan,0,0,0,0,0,0,252.2,0,45900,180210,0,0,0,0,0,0,3.9,3907.4,0,0,4500,0,0,764.7,0,0,84720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Tajikistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Tajikistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Tajikistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Tajikistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Tajikistan,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,30111.3,0,0,37215.4,0,150,150,0,0,20,6035.7,7535.7,0,0,17310,0,0,0,0,0,2.967312666,0,0,0,1.94757897,1.017893101,0.001840595,0
2000,Tajikistan,380000,0,0,0,5700,50,3016,0,0,2200,0,0,0,0,0,0,424,44561.7,0,0,8583.6,0,0,83,0,0,23.4,54,2202.7,0,0,4160,0,0,0,0,0,3.06679413,0.662389321,0.077732454,1.627485175,0.427855968,0.269166086,0.002165125,0
2010,Tajikistan,0,0,0,0,0,113.4,1850.2,0,0,650,0,0,0,0,0,0,42.5,6625.8,0,0,20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373456346,0,0.008703434,0,0.364752913,0,0,0
1960,Tanzania,5348.3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,390,7090,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Tanzania,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,16700,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Tanzania,201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,19355.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Tanzania,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025.2,40827.3,0,0,379,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008901354,0,0,0,0.008901354,0,0,0
2000,Tanzania,585400,0,0,0,0,273.5,849.1,0,0,0,0,0,0,0,0,0,2544.2,9675,0,0,0,0,0,128.2,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tanzania,100000,0,0,0,0,0,13960.1,0,0,45800,0,0,0,0,0,0,2570.9,27212.4,19400,0,200,0,0,200511.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092416155,0,0.092015873,0,0.000400282,0,0,0
1960,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,20520,0,0,100,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0.059314888,0,0,0,0.001894215,0,0.057420673,0
1970,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502849.3,0,0,44500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196857405,0,0,0,0.196857405,0,0,0
1980,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356643.1,0,0,64464.6,0,4500,24200,0,0,46500,0,0,0,0,0,0,0,0,0,0,0.211403053,0,0,0,0.14511257,0,0.066290483,0
1990,Thailand,850000,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,15175.3,1064192.2,0,0,240469.5,0,6258.7,290338,0,0,40479.3,0,1000,0,0,0,0,0,0,0,0,0.211111921,0.000155172,0,0,0.181490013,0,0.029466736,0
2000,Thailand,1500000,0,0,0,42230,0,6700.7,0,25000,100000,0,0,0,0,0,0,473,1303157.5,0,2500,65706.7,0,415.4,9012.3,0,0,2224.6,3300,3311,0,0,0,0,0,0,0,0,0.121036323,0.022356035,0.057838238,0,0.039623719,0,0.001218331,0
2010,Thailand,1848260.2,0,0,0,330120,0,1753.9,0,1500,6200,0,0,0,0,0,0,1525.4,2782619.1,0,1003100,4269140,0,200,175144.5,0,0,56.1,0,0,0,0,0,0,0,0,0,0,1.22697351,0.082263748,0.001522074,0,1.143173709,0,0.000014,0
2000,Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.5,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Timor,12000,0,0,0,0,200,200.3,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025087637,0,0.025087637,0,0,0,0,0
1960,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0.009253422,0,0,0,0,0,0.009253422,0
1970,Togo,15000,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017449721,0.017449721,0,0,0,0,0,0
1980,Togo,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7650,29190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.4,18814.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Tonga,0,0,,,,0,0,,,,250,0,250,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Tonga,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Tonga,0,0,0,0,0,50,550.5,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,20,1090.5,0,0,160,0,0,0,0,0,0,0,0,0,0,0.673708623,0,0.351500151,0,0,0,0.322208472,0
1980,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4650,14651.4,0,0,2230,0,0,0,0,0,0,0,0,0,0,3.592824343,0,0,0,0,0,3.592824343,0
1990,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,967.4,0,0,250,0,0,0,0,0,0,0,0,0,0,0.220140531,0,0,0,0,0,0.220140531,0
2000,Tonga,0,0,0,0,0,0,50.7,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,5130,0,0,0,0,0,0,0,0,0,0,3.136543311,0,0.304119332,0,0,0,2.832423978,0
2010,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140.6,0,0,3400,0,0,0,0,0,0,0,0,0,0,0.777111807,0,0,0,0,0,0.777111807,0
1930,Trinidad and Tobago,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Trinidad and Tobago,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Trinidad and Tobago,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0.44232432,0,0,0,0,0,0.44232432,0
1970,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,500,0,0,0,0,0,0,0,0,0,0,0.024485416,0,0,0,0,0,0.024485416,0
1980,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Trinidad and Tobago,0,0,0,0,0,1.5,1.7,0,0,2500,0,20,20,0,0,0,1,21,0,0,7,0,0,100,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0.043843055,0,0.043571076,0,0.000149909,0,0.000122069,0
2000,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,100,0,120,0,0,0,0,0,0,0,0,0.000752996,0,0,0,0,0,0.000752996,0
2010,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001562505,0,0,0,0.001562505,0,0,0
1950,Tunisia,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29226.9,0,0,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775251034,0,0,0,0.775251034,0,0,0
1970,Tunisia,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4499,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018309737,0,0,0,0.018309737,0,0,0
1980,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3250,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110654816,0,0,0,0.110654816,0,0,0
1990,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200,0,0,24280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197549858,0,0,0,0.197549858,0,0,0
2000,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0.00905194,0,0,0,0.00905194,0,0,0
1900,Turkey,0,0,,,,0,6000,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Turkey,0,0,,,,6762,6989.5,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Turkey,0,0,,,,726.9,747.8,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Turkey,0,0,,,,0,86.8,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Turkey,0,0,,,,0,535.5,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Turkey,0,0,,,,0,5051.9,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Turkey,0,0,0,0,0,9700,46924.3,0,0,2800,0,0,0,0,0,0,0,300,0,0,0,0,0,1200,0,0,220,0,0,0,0,0,0,0,0,0,0,0.022543363,0,0.020575172,0,0,0,0.001968191,0
1970,Turkey,0,0,0,0,0,9096.5,45497.9,0,0,10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044299073,0,0.044299073,0,0,0,0,0
1980,Turkey,0,0,0,0,0,3325,160589.2,0,0,2500,0,0,0,0,0,0,50,6170,0,0,1500,0,0,0,0,0,0,18.5,62,0,0,0,0,0,0,0,0,0.006233863,0,0.004053291,0,0.002180572,0,0,0
1990,Turkey,0,0,0,0,0,88710,371119.4,3500000,201080,2253580,0,0,0,0,0,0,4650,155286.5,0,0,124850,0.179375415,0,0.3,0,0,0,200,1204.6,0,0,2600,0,50,0,0,0,0.953862365,0,0.900133966,0,0.052194349,0.00153405,0,0
2000,Turkey,0,0,0,0,0,7500,60791,0,100,23000,0,0,0,0,0,0,5003.6,16095.2,0,25000,93200,0,0,163.6,0,0,0,0,61.5,0,0,0,65,65,0,0,0,0.025140909,0,0.008245437,0.0000365,0.016859016,0,0,0
2010,Turkey,0,0,0,0,0,3207.5,4890.1,0,9400,174400,0,0,0,0,0,0,150,2179.3,0,1000,0,0,0,27,0,30000,60000,20,30.6,0,0,0,0,0,0,0,0,0.027777423,0,0.020792524,0,0,0,0.006984899,0
1990,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,0,0,9987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299011976,0,0,0,0.299011976,0,0,0
2000,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,50000,0,0,0,0,0,0,0,0,0,0,5.795867685,0,0,0,0,0,5.795867685,0
2010,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,50000,0,0,0,0,0,0,0,0,0,0,4.890621256,0,0,0,0,0,4.890621256,0
1970,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Uganda,2500,0,0,0,20,0,551,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018269592,0.002066869,0.016202723,0,0,0,0,0
1970,Uganda,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Uganda,60000,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Uganda,82600,0,0,0,160,0,5000,0,0,7000,0,0,0,0,0,0,570,16870,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17944457,0.002429833,0.175419672,0,0.001595066,0,0,0
2000,Uganda,235500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30487.5,79062.5,0,0,7.1,0,1010,1010.5,0,0,0,0,336.6,0,0,0,0,0,0,0,0,0.0000597,0,0,0,0.0000597,0,0,0
2010,Uganda,66900,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,19213.4,0,0,580,0,0,4.7,0,0,0,436.8,14818,0,0,0,0,0,0,0,0,0.00200522,0,0,0,0.00200522,0,0,0
1990,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,205957,0,0,25725.9,0,0,100,0,0,3560,0,0,0,0,0,0,0,0,0,0,0.0471213,0,0,0,0.040119151,0,0.007002149,0
2000,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53866.5,0,0,103885.5,0,126.7,5566.2,0,0,22000,0,0,0,0,0,0,0,0,0,0,0.134367378,0,0,0.027189804,0.061778361,0,0.045399212,0
2010,Ukraine,0,0,0,0,169000,0,0,0,0,0,0,0,0,0,0,0,199.5,4251.9,0,0,2290,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097427652,0.096142359,0,0,0.001285293,0,0,0
2010,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,United Kingdom,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,250,0,0,0,0,0,0,0,0,0,0,0.000231997,0,0,0,0,0,0.000231997,0
1970,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000038,0,0,0,0.000038,0,0,0
1980,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,145200,164650,0,0,0,0,0,0,0,0,0,0,0.022768147,0,0,0,0,0,0.022768147,0
1990,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,37140,120408,0,0,26520,0,608140,810640,0,0,0,0,0,0,0,0,0,0,0.076171725,0,0,0,0.008646877,0,0.067524847,0
2000,United Kingdom,0,0,0,0,0,0,450.1,0,3000,6000,0,0,0,0,0,0,3000,38083.8,0,670700,1499615,0,0,2328.4,0,254500,380005,0,0,0,0,0,0,0,0,0,0,0.083705843,0,0.000193961,0,0.065575549,0,0.017936333,0
2010,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309.5,0,248500,627000,0,0,3780.4,0,88403.4,130050,0,0,0,0,0,0,0,0,0,0,0.026831402,0,0,0,0.022411497,0,0.004419905,0
1900,United States,0,0,,,,8456.4,8456.4,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,United States,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,United States,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,United States,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,United States,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,United States,0,0,,,,27,47,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,United States,0,0,0,0,0,0,0,0,0,91400,0,0,0,0,0,0,0,0,0,0,122000,0,0,145.8,0,0,473300,0,0,0,0,0,0,0,0,0,0,0.094373639,0,0.015494817,0,0.015878792,0,0.06300003,0
1970,United States,0,0,0,0,0,0,357.1,0,3500,56075,0,0,0,0,0,0,0,570,0,0,86100,0,0,260.6,0,0,726000,0,0,0,0,0,0,0,0,0,10000,0.068196374,0,0.004800683,0.013449705,0.005625534,0,0.043388746,0
1980,United States,0,0,0,0,0,1.5,809.8,0,3000,586997,0,250,250,0,0,86000,1150,13005,0,25600,88640,0,6690,112160.7,0,343560,2431920,0,0,0,0,0,0,0,0,0,0,0.08457279,0,0.01051859,0.01082086,0.002671398,0,0.057552117,0.003009824
1990,United States,0,0,0,0,243500,2000,3090.1,0,1045500,3033080,0,0,0,0,0,0,540,64820.9,0,435200,2825730,0,26186.9,363874.7,6250,5749430,8561095,0,12.5,0,0,0,115.4,4614.2,0,126250,406110,0.210342012,0.003310051,0.041679121,0.005822504,0.037687459,0,0.115634894,0
2000,United States,0,0,0,0,470000,22.4,3136.6,0,34500,240000,0,0,0,0,0,0,740,1132547.2,0,268400,1556533,0,9173.1,869280.3,0,16857900,30977043,0,1.5,0,0,0,802.4,79455.6,0,565050,1141510,0.266798108,0.004297961,0.002221935,0.000761304,0.011150935,0,0.239090466,0
2010,United States,0,0,0,1890000,4020000,0,415,0,20000,93250,250,0,250,0,0,50000,1640,31234.1,0,1040900,4176800,0,11363.2,8805361.3,0,17440850,41934700,15,151.6,0,0,92000,4557,30038.1,0,3196000,4596840,0.303862752,0.023952337,0.0005117,0.00154551,0.022533571,0.000448052,0.231346741,0.000242578
1980,United States Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1000,0,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,United States Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,65500,121600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,United States Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,United States Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Upper middle income,0,0,,,,0,17754,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Upper middle income,0,0,,,,6762,7004.9,,,,0,0,0,,,,0,363500,,,,0,9482,9482,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Upper middle income,2000000,0,,,,15338.9,15546,,,,0,0,0,,,,0,0,,,,0,130,130,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Upper middle income,0,0,,,,8157.5,8669.7,,,,0,0,0,,,,360000,1363000,,,,0,0,1250,,,,0,0,,,,0,0,,,,,,,,,,,
